Name,Subtitle,BatteryCapacity,TopSpeed,Acceleration,Range,Efficiency,FastChargeSpeed,Drive,Segment,NumberofSeats, PriceinGermany , PriceinUK ,region,address,aux address,type,power
Porsche Taycan Plus,Battery Electric Vehicle ,       83.7 kWh,230,,460,182,960,Rear Wheel Drive,,4," $89,244 "," $74,739 ",Noida Authority,"Sector 50 , Central Market,  Noida, Uttar Pradesh, 201305","Electric Vehicle Charger,  Sector 50 , Central Market,  Noida, Uttar Pradesh, 201305",DCnull001,15
Tesla Model S Long Range,Battery Electric Vehicle ,       90 kWh ,250,,555,162,830,All Wheel Drive,,5," $86,990 "," $83,980 ",CMRL,"Chennai Egmore metro, Chennai (CMRL)","Electric Vehicle Charger,  Chennai Egmore metro, Chennai (CMRL)",DCnull001,15
Tesla Model S Plaid,Battery Electric Vehicle ,       90 kWh ,322,,535,168,800,All Wheel Drive,,5," $126,990 "," $118,980 ",CMRL,"Chennai Metro Alandur station Car parking area, Alandur, Chennai 600016","Electric Vehicle Charger, Chennai Metro Alandur station Car parking area, Alandur, Chennai 600016",DCnull001,15
Tesla Model X Long Range,Battery Electric Vehicle ,       90 kWh ,250,,475,189,710,All Wheel Drive,,7," $95,990 "," $90,980 ",SDMC,"Charger 6, c/o SDMC, GKnull1 N Block market, New Delhi,, Delhi null 110048","Electric Vehicle Charger, Charger 6, c/o SDMC, GKnull1 N Block market, New Delhi,, Delhi null 110048",CCS/ChADEMO/ Type 2 AC,142
Tesla Model X Plaid,Battery Electric Vehicle ,       90 kWh ,262,,455,198,680,All Wheel Drive,,7," $116,990 "," $110,980 ",SDMC,"EV Parking Slot 3null5, SDMC Parking, N Block Market, Greater Kailash null 1 , 110048","Electric Vehicle Charger, EV Parking Slot 3null5, SDMC Parking, N Block Market, Greater Kailash null 1 , 110048",CCS/ChADEMO/ Type 2 AC,142
Mini Cooper SE ,Battery Electric Vehicle ,       28.9 kWh,150,,185,156,260,Front Wheel Drive,,4," $32,500 "," $26,000 ",SDMC,"EV Parking Slot 5, SDMC Parking, N Block Market, Greater Kailash null 1 , 110048","Electric Vehicle Charger, EV Parking Slot 5, SDMC Parking, N Block Market, Greater Kailash null 1 , 110048",DCnull001,15
JAC iEV7s ,Battery Electric Vehicle ,       39 kWh,132,,225,173,160,Front Wheel Drive,,5, $-   , $-   ,SDMC,"EV Parking Slot 2, SDMC Parking, Hauz Khas Village, Hauz Khas null 1 , 110016","Electric Vehicle Charger, EV Parking Slot 2, SDMC Parking, Hauz Khas Village, Hauz Khas null 1 , 110016",DCnull001,15
Volkswagen ID.4 Pure Performance,Battery Electric Vehicle ,       52 kWh,160,,285,182,410,Rear Wheel Drive,,5," $38,450 "," $36,030 ",SDMC,"Charger 2, SDMC Parking, Hauz Khas Village, New Delhi","Electric Vehicle Charger, Charger 2, SDMC Parking, Hauz Khas Village, New Delhi",DCnull001,15
Audi enulltron GT quattro,Battery Electric Vehicle ,       85 kWh,245,,420,202,840,All Wheel Drive,,4," $99,800 "," $79,900 ",NDMC,"Back of Hotel Claridges Near NDMC Power Sub Station, Tees January Marg, Dr. APJ Abdul Kalam Road, New Delhinull 110003","Electric Vehicle Charger, Back of Hotel Claridges Near NDMC Power Sub Station, Tees January Marg, Dr. APJ Abdul Kalam Road, New Delhinull 110003",CCS/ChADEMO/ Type 2 AC,142
Volvo C40 Recharge,Battery Electric Vehicle ,       75 kWh,180,,340,221,440,All Wheel Drive,,5," $62,050 "," $57,400 ",Noida Authority,"Charger 1, Sector 2: State Bank of lndia, Noida null UP","Electric Vehicle Charger, Charger 1, Sector 2: State Bank of lndia, Noida null UP",CCS/ChADEMO/ Type 2 AC,142
Hyundai Kona Electric 39 kWh,Battery Electric Vehicle ,       39.2 kWh,155,,250,157,210,Front Wheel Drive,,5," $35,650 "," $27,950 ",Noida Authority,"Charger 2, Sector 2: State Bank of lndia, Noida null UP","Electric Vehicle Charger, Charger 2, Sector 2: State Bank of lndia, Noida null UP",CCS/ChADEMO/ Type 2 AC,142
Hyundai Kona Electric 64 kWh,Battery Electric Vehicle ,       64 kWh,167,,395,162,370,Front Wheel Drive,,5," $41,850 "," $32,550 ",Noida Authority,"Charger 1, Sector 3: Gnull1 to Gnull50, Noida null UP","Electric Vehicle Charger, Charger 1, Sector 3: Gnull1 to Gnull50, Noida null UP",CCS/ChADEMO/ Type 2 AC,142
Porsche Taycan 4S Cross Turismo,Battery Electric Vehicle ,       83.7 kWh,240,,405,207,850,All Wheel Drive,,4," $111,842 "," $87,820 ",Noida Authority,"Charger 2, Sector 3: Gnull1 to Gnull50, Noida null UP","Electric Vehicle Charger, Charger 2, Sector 3: Gnull1 to Gnull50, Noida null UP",CCS/ChADEMO/ Type 2 AC,142
Porsche Taycan Turbo Cross Turismo,Battery Electric Vehicle ,       83.7 kWh,250,,385,217,800,All Wheel Drive,,4," $154,444 "," $116,950 ",Noida Authority,"Charger 1, Sector 3: Fnull7 to Fnull8, Noida UP","Electric Vehicle Charger, Charger 1, Sector 3: Fnull7 to Fnull8, Noida UP",CCS/ChADEMO/ Type 2 AC,142
Porsche Taycan Turbo S Cross Turismo,Battery Electric Vehicle ,       83.7 kWh,250,,380,220,790,All Wheel Drive,,4," $187,746 "," $139,910 ",Noida Authority,"Charger 2, Sector 3: Fnull7 to Fnull8, Noida UP","Electric Vehicle Charger, Charger 2, Sector 3: Fnull7 to Fnull8, Noida UP",CCS/ChADEMO/ Type 2 AC,142
Kia EV6 GT,Battery Electric Vehicle ,       77.4 kWh ,260,,395,196,920,All Wheel Drive,,5," $65,990 "," $58,295 ",Noida Authority,"Charger 1, Sector 6: Reception Noida Authority, Noida, UP","Electric Vehicle Charger, Charger 1, Sector 6: Reception Noida Authority, Noida, UP",CCS/ChADEMO/ Type 2 AC,142
BMW iX xDrive40,Battery Electric Vehicle ,       71 kWh,200,,350,203,470,All Wheel Drive,,5," $77,300 "," $69,905 ",Noida Authority,"Charger 2, Sector 6: Reception Noida Authority, Noida, UP","Electric Vehicle Charger, Charger 2, Sector 6: Reception Noida Authority, Noida, UP",CCS/ChADEMO/ Type 2 AC,142
BMW iX xDrive50,Battery Electric Vehicle ,       105.2 kWh,200,,505,208,620,All Wheel Drive,,5," $98,000 "," $91,905 ",Noida Authority,"Sector 25A, Spice Mall plot area, Noida Authority, Noida, UP","Electric Vehicle Charger, Sector 25A, Spice Mall plot area, Noida Authority, Noida, UP",CCS/ChADEMO/ Type 2 AC,142
MG MG5 Electric,Battery Electric Vehicle ,       57 kWh ,180,,340,168,440,Front Wheel Drive,,5," $35,000 ", $-   ,Noida Authority,"Charger 2, Secnull25A: Spice Mall plot area","Electric Vehicle Charger, Charger 2, Secnull25A: Spice Mall plot area",CCS/ChADEMO/ Type 2 AC,142
MG Marvel R Performance,Battery Electric Vehicle ,       65 kWh ,200,,330,197,380,All Wheel Drive,,5," $50,000 ", $-   ,Noida Authority,"Charger 1, Sector 16: Parking near metro station, sectornull16, Noida, UP","Electric Vehicle Charger, Charger 1, Sector 16: Parking near metro station, sectornull16, Noida, UP",CCS/ChADEMO/ Type 2 AC,142
Hyundai IONIQ 5 Standard Range 2WD,Battery Electric Vehicle ,       58 kWh ,185,,310,187,720,Rear Wheel Drive,,5," $41,900 "," $36,995 ",Noida Authority,"Charger 2, Sector 16: Parking near metro station, sectornull16, Noida, UP","Electric Vehicle Charger, Charger 2, Sector 16: Parking near metro station, sectornull16, Noida, UP",CCS/ChADEMO/ Type 2 AC,142
Hyundai IONIQ 5 Standard Range AWD,Battery Electric Vehicle ,       58 kWh ,185,,305,190,710,All Wheel Drive,,5," $45,700 ", $-   ,ANERT,"DTPC office, thiruvananthapuram,Keralanull 605007","Electric Vehicle Charger, DTPC office, thiruvananthapuram,Keralanull 605007",CCS/ChADEMO/ Type 2 AC,142
Hyundai IONIQ 5 Long Range 2WD,Battery Electric Vehicle ,       72.6 kWh ,185,,385,189,890,Rear Wheel Drive,,5," $45,100 "," $41,945 ",NRANVP,"KTDC Tourist Reception Centre Shanmugham road, Ernakulam, Marine drive, Kochi Keralanull682031","Electric Vehicle Charger, KTDC Tourist Reception Centre Shanmugham road, Ernakulam, Marine drive, Kochi Keralanull682031",CCS/ChADEMO/ Type 2 AC,142
Hyundai IONIQ 5 Long Range AWD,Battery Electric Vehicle ,       72.6 kWh ,185,,375,194,870,All Wheel Drive,,5," $48,900 "," $45,145 ",NRANVP,"State Council For Child Welfare, CV Raman Pillai Rd, Near Kerala, Housing Board, Thycaud, Thiruvananthapuram, Kerala 695014","Electric Vehicle Charger, State Council For Child Welfare, CV Raman Pillai Rd, Near Kerala, Housing Board, Thycaud, Thiruvananthapuram, Kerala 695014",CCS/ChADEMO/ Type 2 AC,142
Kia EV6 Standard Range 2WD,Battery Electric Vehicle ,       58 kWh ,185,,320,181,740,Rear Wheel Drive,,5," $44,990 "," $40,985 ",CMRL,"Tirumangalam Metro station, Chennai","Electric Vehicle Charger, Tirumangalam Metro station, Chennai",CCS/ChADEMO/ Type 2 AC,142
Kia EV6 Long Range 2WD,Battery Electric Vehicle ,       77.4 kWh ,185,,420,184,980,Rear Wheel Drive,,5," $54,990 "," $48,000 ",ANERT,"KTDC Tourist Reception Centre Shanmugham road, Ernakulam, Marine drive, Kochi Keralanull682031","Electric Vehicle Charger, KTDC Tourist Reception Centre Shanmugham road, Ernakulam, Marine drive, Kochi Keralanull682031",CCS/ChADEMO/ Type 2 AC,142
Kia EV6 Long Range AWD,Battery Electric Vehicle ,       77.4 kWh ,185,,410,189,950,All Wheel Drive,,5," $56,000 "," $52,000 ",NDMC,"Akashvani Bhawan, Sansad Marg, New Delhi 110001","Electric Vehicle Charger, Akashvani Bhawan, Sansad Marg, New Delhi 110001",CCS/ChADEMO/ Type 2 AC,142
Mercedes EQS 450+,Battery Electric Vehicle ,       107.8 kWh,210,,640,168,840,Rear Wheel Drive,,5," $106,374 "," $95,000 ",NDMC,"FICCI, FICCI Chowk, Mandi House, New Delhi","Electric Vehicle Charger, FICCI, FICCI Chowk, Mandi House, New Delhi",CCS/ChADEMO/ Type 2 AC,142
